ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
9835	10182	40074.48368073208	274658.8923342822	0.12731706006323373	24032	24032	11362.341253328896	117447.5773727791	0.0882067956892144	3018
